operator,original_path,mutant_path,equivalent,valid,depqbf_status_original,depqbf_status_mutant,depqbf_median_original,depqbf_median_mutant,depqbf_time_ratio,caqe_status_original,caqe_status_mutant,caqe_median_original,caqe_median_mutant,caqe_time_ratio,line_coverage_original,line_coverage_mutant,line_coverage_delta,branch_coverage_original,branch_coverage_mutant,branch_coverage_delta
universal_reduction_trigger,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_universal_reduction_trigger.qdimacs,True,True,SAT,SAT,0.023810145969036967,0.023497833055444062,0.9868832003802479,SAT,SAT,0.007473271049093455,0.007272791466675699,0.973173784130033,46.983226237169326,47.01660685971794,0.03338062254861285,53.94597857250641,53.97615814093858,0.030179568432167514
blocked_clause_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_blocked_clause_insertion.qdimacs,True,True,SAT,SAT,0.024702708527911454,0.025083187443669885,1.0154023157148346,SAT,SAT,0.006806291465181857,0.007395499967969954,1.086568214982012,46.983226237169326,46.983226237169326,0.0,53.94597857250641,53.94597857250641,0.0
blocked_clause_insertion_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_blocked_clause_insertion_neg.qdimacs,True,True,SAT,SAT,0.023821395938284695,0.025218082999344915,1.0586316211140057,SAT,SAT,0.007111854036338627,0.006841915950644761,0.9620439221172715,46.983226237169326,47.06667779354085,0.08345155637152146,53.94597857250641,54.051607062019016,0.10562848951260406
blocked_clause_insertion_v1,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_blocked_clause_insertion_v1.qdimacs,True,True,SAT,SAT,0.02516656252555549,0.025917500024661422,1.029838699597666,SAT,SAT,0.007271333015523851,0.007054458488710225,0.9701740346164022,46.983226237169326,46.983226237169326,0.0,53.94597857250641,53.94597857250641,0.0
tautology_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149_008.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_008_tautology_insertion.qdimacs,True,True,SAT,SAT,0.024044812482316047,0.024006332969293,0.9983996750629123,SAT,SAT,0.006904666486661881,0.006641729036346078,0.9619188774977424,46.983226237169326,47.01660685971794,0.03338062254861285,53.94597857250641,53.97615814093858,0.030179568432167514
pure_literal_gen_auto,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149_008.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_008_pure_literal_gen_auto.qdimacs,True,True,SAT,SAT,0.023719937540590763,0.023572687059640884,0.9937921218933272,SAT,SAT,0.006986604479607195,0.006336063030175865,0.9068873225427089,46.983226237169326,46.974881081532175,-0.008345155637151436,53.94597857250641,53.94597857250641,0.0
pure_literal_gen_pos,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149_008.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_008_pure_literal_gen_pos.qdimacs,True,True,SAT,SAT,0.025060333544388413,0.023553687031380832,0.939879231442035,SAT,SAT,0.006828937446698546,0.006051520991604775,0.8861585039895755,46.983226237169326,46.974881081532175,-0.008345155637151436,53.94597857250641,53.94597857250641,0.0
universal_reduction_trigger,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149_008.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_008_universal_reduction_trigger.qdimacs,True,True,SAT,SAT,0.023595645499881357,0.023510562488809228,0.9963941223361507,SAT,SAT,0.006798542046453804,0.00667908345349133,0.9824287925048893,46.983226237169326,47.01660685971794,0.03338062254861285,53.94597857250641,53.97615814093858,0.030179568432167514
blocked_clause_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149_008.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_008_blocked_clause_insertion.qdimacs,True,True,SAT,SAT,0.02371668751584366,0.02370179200079292,0.9993719394818189,SAT,SAT,0.006949957984033972,0.006800666567869484,0.9785190908337212,46.983226237169326,46.983226237169326,0.0,53.94597857250641,53.94597857250641,0.0
blocked_clause_insertion_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149_008.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_008_blocked_clause_insertion_neg.qdimacs,True,True,SAT,SAT,0.023611708485987037,0.02342112548649311,0.9919284536480266,SAT,SAT,0.006752895482350141,0.006733812508173287,0.9971741049114812,46.983226237169326,47.06667779354085,0.08345155637152146,53.94597857250641,54.051607062019016,0.10562848951260406
blocked_clause_insertion_v1,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt24_148_149_008.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt24_148_149_008_blocked_clause_insertion_v1.qdimacs,True,True,SAT,SAT,0.023424166487529874,0.02387233346235007,1.0191326754383676,SAT,SAT,0.0066769999684765935,0.006738395954016596,1.009195145399111,46.983226237169326,46.983226237169326,0.0,53.94597857250641,53.94597857250641,0.0
tautology_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt6_13_14.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt6_13_14_tautology_insertion.qdimacs,True,True,SAT,SAT,0.005174271005671471,0.00499683350790292,0.9657077301181048,SAT,SAT,0.005482270498760045,0.005736604449339211,1.0463920834691922,46.86639405824919,46.8997746807978,0.03338062254860574,53.689452240832956,53.719631809265124,0.030179568432167514
pure_literal_gen_auto,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt6_13_14.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt6_13_14_pure_literal_gen_auto.qdimacs,True,True,SAT,SAT,0.005162249959539622,0.004903124470729381,0.9498037695111241,SAT,SAT,0.005289354478009045,0.004734583490062505,0.8951155589490081,46.86639405824919,46.85804890261203,-0.008345155637158541,53.689452240832956,53.689452240832956,0.0
pure_literal_gen_pos,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt6_13_14.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt6_13_14_pure_literal_gen_pos.qdimacs,True,True,SAT,SAT,0.005240374943241477,0.005286479485221207,1.0087979471849036,SAT,SAT,0.005999687477014959,0.0051620620070025325,0.860388483029924,46.86639405824919,46.85804890261203,-0.008345155637158541,53.689452240832956,53.689452240832956,0.0
universal_reduction_trigger,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt6_13_14.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt6_13_14_universal_reduction_trigger.qdimacs,True,True,SAT,SAT,0.005099271540530026,0.005326979502569884,1.0446549983129922,SAT,SAT,0.005915875546634197,0.005448187468573451,0.9209435569808708,46.86639405824919,46.8997746807978,0.03338062254860574,53.689452240832956,53.719631809265124,0.030179568432167514
blocked_clause_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt6_13_14.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt6_13_14_blocked_clause_insertion.qdimacs,True,True,SAT,SAT,0.005199645995162427,0.005182021006476134,0.996610348338581,SAT,SAT,0.005853332986589521,0.005965749558527023,1.019205565819518,46.86639405824919,46.86639405824919,0.0,53.689452240832956,53.689452240832956,0.0
blocked_clause_insertion_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt6_13_14.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt6_13_14_blocked_clause_insertion_neg.qdimacs,True,True,SAT,SAT,0.005531937524210662,0.00515835452824831,0.9324679654592344,SAT,SAT,0.005474667006637901,0.00563008344033733,1.028388289828585,46.86639405824919,46.94984561462071,0.08345155637152146,53.689452240832956,53.79508073034556,0.10562848951260406
blocked_clause_insertion_v1,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Basler__wmiforward__stmt6_13_14.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Basler__wmiforward__stmt6_13_14_blocked_clause_insertion_v1.qdimacs,True,True,SAT,SAT,0.005357271002139896,0.005387291486840695,1.0056036897683183,SAT,SAT,0.0062086249818094075,0.006269709032494575,1.0098385795347822,46.86639405824919,46.86639405824919,0.0,53.689452240832956,53.689452240832956,0.0
tautology_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_04_01.5.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_04_01.5_tautology_insertion.qdimacs,True,True,UNSAT,UNSAT,0.006445167062338442,0.006183061981573701,0.9593330819465766,UNSAT,UNSAT,0.007081521034706384,0.007029458007309586,0.9926480445173236,47.750980555787365,47.767670867061675,0.016690311274309977,54.24777425682813,54.24777425682813,0.0
pure_literal_gen_auto,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_04_01.5.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_04_01.5_pure_literal_gen_auto.qdimacs,True,True,UNSAT,UNSAT,0.006279667024500668,0.006133479590062052,0.9767205117933399,UNSAT,UNSAT,0.007536770950537175,0.0068387085339054465,0.9073791121936676,47.750980555787365,47.73429024451306,-0.01669031127430287,54.24777425682813,54.217594688395955,-0.03017956843217462
pure_literal_gen_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_04_01.5.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_04_01.5_pure_literal_gen_neg.qdimacs,True,True,UNSAT,UNSAT,0.006325291469693184,0.006049354036804289,0.9563755387066329,UNSAT,UNSAT,0.007004979532212019,0.006881208508275449,0.9823309942067047,47.750980555787365,47.73429024451306,-0.01669031127430287,54.24777425682813,54.217594688395955,-0.03017956843217462
universal_reduction_trigger,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_04_01.5.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_04_01.5_universal_reduction_trigger.qdimacs,True,True,UNSAT,UNSAT,0.006088083435315639,0.0060251454706303775,0.9896621054303935,UNSAT,UNSAT,0.006808937527239323,0.006844332965556532,1.0051983790680423,47.750980555787365,47.767670867061675,0.016690311274309977,54.24777425682813,54.24777425682813,0.0
blocked_clause_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_04_01.5.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_04_01.5_blocked_clause_insertion.qdimacs,True,True,UNSAT,UNSAT,0.006154083006549627,0.006224729469977319,1.011479608473351,UNSAT,UNSAT,0.006975145952310413,0.006332520977593958,0.9078693149777611,47.750980555787365,47.28365184010681,-0.46732871568055145,54.24777425682813,54.11196619888335,-0.13580805794477868
blocked_clause_insertion_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_04_01.5.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_04_01.5_blocked_clause_insertion_neg.qdimacs,True,True,UNSAT,UNSAT,0.006602375069633126,0.006968229485210031,1.0554125465030926,UNSAT,UNSAT,0.007220061961561441,0.006863749993499368,0.9506497354234595,47.750980555787365,47.43386464157556,-0.3171159142118043,54.24777425682813,54.2779538252603,0.030179568432167514
blocked_clause_insertion_v1,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_04_01.5.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_04_01.5_blocked_clause_insertion_v1.qdimacs,True,True,UNSAT,UNSAT,0.006325416499748826,0.006548208009917289,1.0352216348405374,UNSAT,UNSAT,0.006863833463285118,0.006386062479577959,0.930392981376548,47.750980555787365,46.91646499207211,-0.8345155637152573,54.24777425682813,53.840350082993815,-0.40742417383431473
tautology_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_06_01.4.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_06_01.4_tautology_insertion.qdimacs,True,True,UNSAT,UNSAT,0.006396312965080142,0.006165521044749767,0.963917975622776,UNSAT,UNSAT,0.008144312479998916,0.008350707998033613,1.0253422886881576,47.63414837686723,47.65083868814153,0.01669031127430287,54.20250490417987,54.20250490417987,0.0
pure_literal_gen_auto,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_06_01.4.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_06_01.4_pure_literal_gen_auto.qdimacs,True,True,UNSAT,UNSAT,0.006769854458980262,0.006213146029040217,0.9177665585998578,UNSAT,UNSAT,0.00768491649068892,0.007799812534358352,1.0149508512953447,47.63414837686723,47.61745806559292,-0.016690311274309977,54.20250490417987,54.17232533574769,-0.03017956843217462
pure_literal_gen_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_06_01.4.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_06_01.4_pure_literal_gen_neg.qdimacs,True,True,UNSAT,UNSAT,0.0067096875282004476,0.006639541999902576,0.9895456341293013,UNSAT,UNSAT,0.008273438084870577,0.008131083566695452,0.9827937893878187,47.63414837686723,47.61745806559292,-0.016690311274309977,54.20250490417987,54.17232533574769,-0.03017956843217462
universal_reduction_trigger,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_06_01.4.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_06_01.4_universal_reduction_trigger.qdimacs,True,True,UNSAT,UNSAT,0.006767187500372529,0.0062982289819046855,0.9307011194174791,UNSAT,UNSAT,0.00769258348736912,0.007643646094948053,0.993638367071164,47.63414837686723,47.65083868814153,0.01669031127430287,54.20250490417987,54.20250490417987,0.0
blocked_clause_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_06_01.4.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_06_01.4_blocked_clause_insertion.qdimacs,True,True,UNSAT,UNSAT,0.006682104023639113,0.0068350619985722005,1.0228906904759298,UNSAT,UNSAT,0.00786983297439292,0.00742166698910296,0.9430526687480896,47.63414837686723,46.57431361094884,-1.0598347659183887,54.20250490417987,53.41783612494342,-0.7846687792364477
blocked_clause_insertion_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_06_01.4.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_06_01.4_blocked_clause_insertion_neg.qdimacs,True,True,UNSAT,UNSAT,0.006321375025436282,0.006378749909345061,1.0090763297032546,UNSAT,UNSAT,0.007927561993710697,0.007265250023920089,0.9164545202779807,47.63414837686723,47.36710339647834,-0.2670449803888886,54.20250490417987,54.18741511996379,-0.015089784216080204
blocked_clause_insertion_v1,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Castellini__ToiletC__toilet_c_06_01.4.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Castellini__ToiletC__toilet_c_06_01.4_blocked_clause_insertion_v1.qdimacs,True,True,UNSAT,UNSAT,0.006277124979533255,0.006391917006112635,1.0182873571824143,UNSAT,UNSAT,0.007684624521061778,0.007256979530211538,0.9443505678542701,47.63414837686723,46.699490945506135,-0.9346574313610958,54.20250490417987,53.6441828881847,-0.5583220159951665
tautology_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n_tautology_insertion.qdimacs,True,True,SAT,SAT,0.005463124951347709,0.0053333749528974295,0.9762498570679276,SAT,SAT,0.004749562474898994,0.0048013749765232205,1.010908899903528,44.838521238421094,44.87190186096971,0.03338062254861285,51.13927870831447,51.16945827674664,0.030179568432167514
universal_reduction_trigger,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n_universal_reduction_trigger.qdimacs,True,True,SAT,SAT,0.005311645974870771,0.0053490204736590385,1.0070363309160824,SAT,SAT,0.004752687469590455,0.004849999502766877,1.0204751593280774,44.838521238421094,44.87190186096971,0.03338062254861285,51.13927870831447,51.16945827674664,0.030179568432167514
blocked_clause_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n_blocked_clause_insertion.qdimacs,True,True,SAT,SAT,0.00534781301394105,0.005410771002061665,1.0117726607038227,SAT,SAT,0.004753875022288412,0.004943062493111938,1.0397964754934714,44.838521238421094,45.04715012934991,0.20862889092881431,51.13927870831447,51.36562547155575,0.22634676324128122
blocked_clause_insertion_neg,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n_blocked_clause_insertion_neg.qdimacs,True,True,SAT,SAT,0.005402770533692092,0.005405374977272004,1.0004820570415995,SAT,SAT,0.004847729462198913,0.0048206879291683435,0.9944218147399868,44.838521238421094,45.04715012934991,0.20862889092881431,51.13927870831447,51.35053568733967,0.21125697902520102
blocked_clause_insertion_v1,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__axquery_query30_1344n_blocked_clause_insertion_v1.qdimacs,True,True,SAT,SAT,0.005587728985119611,0.005491709045600146,0.9828159275843243,SAT,SAT,0.004890332987997681,0.00488441699417308,0.9987902676895171,44.838521238421094,45.04715012934991,0.20862889092881431,51.13927870831447,51.36562547155575,0.22634676324128122
tautology_insertion,/Users/mkhabour/Desktop/QBNF/qbf_transformer/benchmarks/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__eequery_query15_1344.qdimacs,/Users/mkhabour/Desktop/QBNF/qbf_transformer/mutants/qdimacs__Jordan-Kaiser__reduction-finding-full-set-params-k1c3n4__eequery_query15_1344_tautology_insertion.qdimacs,True,True,UNSAT,UNSAT,0.014238166506402194,0.014191624999511987,0.996731214874522,UNSAT,UNSAT,0.005175708560273051,0.005057916510850191,0.9772413674280288,44.3628473671034,44.39622798965201,0.03338062254861285,49.88682661837936,49.91700618681153,0.030179568432167514
